20260101 170400;1.173870;1.174140;1.173870;1.174140;0
20260101 170500;1.174140;1.174490;1.174140;1.174480;0
20260101 170600;1.174490;1.174540;1.174490;1.174540;0
20260101 170700;1.174550;1.174550;1.174490;1.174490;0
20260101 170800;1.174490;1.174540;1.174490;1.174540;0
20260101 170900;1.174550;1.174550;1.174480;1.174480;0
20260101 171000;1.174480;1.174790;1.174480;1.174770;0
20260101 171100;1.174780;1.174780;1.174750;1.174760;0
20260101 171200;1.174750;1.174750;1.174720;1.174750;0
20260101 171300;1.174730;1.174840;1.174730;1.174830;0
20260101 171400;1.174820;1.174850;1.174810;1.174840;0
20260101 171500;1.174840;1.174850;1.174800;1.174800;0
20260101 171600;1.174840;1.174840;1.174780;1.174780;0
20260101 171700;1.174800;1.174820;1.174780;1.174790;0
20260101 171800;1.174790;1.174800;1.174780;1.174800;0
20260101 171900;1.174790;1.174800;1.174790;1.174800;0
20260101 172000;1.174810;1.174810;1.174760;1.174760;0
20260101 172100;1.174740;1.174750;1.174740;1.174750;0
20260101 172200;1.174730;1.174730;1.174710;1.174710;0
20260101 172300;1.174710;1.174720;1.174700;1.174710;0
20260101 172400;1.174710;1.174710;1.174630;1.174660;0
20260101 172500;1.174630;1.174640;1.174630;1.174630;0
20260101 172600;1.174560;1.174600;1.174530;1.174560;0
20260101 172700;1.174580;1.174580;1.174530;1.174550;0
20260101 172800;1.174530;1.174530;1.174530;1.174530;0
20260101 172900;1.174530;1.174580;1.174530;1.174530;0
20260101 173000;1.174550;1.174590;1.174550;1.174570;0
20260101 173100;1.174590;1.174590;1.174590;1.174590;0
20260101 173200;1.174580;1.174580;1.174580;1.174580;0
20260101 173300;1.174520;1.174590;1.174520;1.174570;0
20260101 173400;1.174540;1.174600;1.174540;1.174600;0
20260101 173500;1.174610;1.174610;1.174570;1.174570;0
20260101 173600;1.174600;1.174600;1.174560;1.174560;0
20260101 173700;1.174550;1.174550;1.174550;1.174550;0
20260101 173800;1.174600;1.174600;1.174600;1.174600;0
20260101 173900;1.174580;1.174710;1.174580;1.174710;0
20260101 174000;1.174700;1.174720;1.174640;1.174680;0
20260101 174100;1.174690;1.174720;1.174690;1.174690;0
20260101 174200;1.174690;1.174690;1.174630;1.174640;0
20260101 174300;1.174640;1.174680;1.174630;1.174650;0
20260101 174400;1.174650;1.174670;1.174640;1.174670;0
20260101 174500;1.174670;1.174680;1.174640;1.174660;0
20260101 174600;1.174630;1.174650;1.174630;1.174650;0
20260101 174700;1.174640;1.174650;1.174630;1.174640;0
20260101 174800;1.174640;1.174640;1.174630;1.174640;0
20260101 174900;1.174630;1.174670;1.174630;1.174660;0
20260101 175000;1.174650;1.174670;1.174650;1.174670;0
20260101 175100;1.174660;1.174720;1.174660;1.174670;0
20260101 175200;1.174660;1.174690;1.174660;1.174670;0
20260101 175300;1.174670;1.174740;1.174590;1.174660;0
20260101 175400;1.174700;1.174820;1.174650;1.174670;0
20260101 175500;1.174690;1.174690;1.174600;1.174630;0
20260101 175600;1.174620;1.174810;1.174600;1.174600;0
20260101 175700;1.174670;1.174700;1.174610;1.174630;0
20260101 175800;1.174620;1.174730;1.174620;1.174630;0
20260101 175900;1.174620;1.174730;1.174620;1.174660;0
20260101 180000;1.174640;1.174810;1.174620;1.174710;0
20260101 180100;1.174680;1.174840;1.174580;1.174580;0
20260101 180200;1.174680;1.174770;1.174620;1.174720;0
20260101 180300;1.174700;1.174770;1.174650;1.174730;0
20260101 180400;1.174730;1.174730;1.174720;1.174720;0
20260101 180500;1.174750;1.174770;1.174710;1.174710;0
20260101 180600;1.174740;1.174750;1.174710;1.174730;0
20260101 180700;1.174740;1.174750;1.174720;1.174720;0
20260101 180800;1.174730;1.174820;1.174670;1.174780;0
20260101 180900;1.174780;1.174810;1.174760;1.174790;0
20260101 181000;1.174800;1.174820;1.174770;1.174770;0
20260101 181100;1.174790;1.174800;1.174680;1.174710;0
20260101 181200;1.174690;1.174710;1.174550;1.174640;0
20260101 181300;1.174600;1.174630;1.174580;1.174630;0
20260101 181400;1.174630;1.174650;1.174620;1.174630;0
20260101 181500;1.174620;1.174660;1.174600;1.174650;0
20260101 181600;1.174660;1.174660;1.174580;1.174600;0
20260101 181700;1.174600;1.174740;1.174580;1.174700;0
20260101 181800;1.174710;1.174710;1.174660;1.174660;0
20260101 181900;1.174680;1.174730;1.174670;1.174720;0
20260101 182000;1.174730;1.174790;1.174730;1.174780;0
20260101 182100;1.174770;1.174790;1.174770;1.174790;0
20260101 182200;1.174790;1.174790;1.174770;1.174790;0
20260101 182300;1.174800;1.174850;1.174790;1.174850;0
20260101 182400;1.174840;1.174850;1.174830;1.174850;0
20260101 182500;1.174850;1.174850;1.174830;1.174830;0
20260101 182600;1.174860;1.174900;1.174820;1.174840;0
20260101 182700;1.174830;1.174830;1.174830;1.174830;0
20260101 182800;1.174840;1.174840;1.174680;1.174690;0
20260101 182900;1.174700;1.174730;1.174680;1.174690;0
20260101 183000;1.174700;1.174730;1.174670;1.174690;0
20260101 183100;1.174690;1.174700;1.174630;1.174680;0
20260101 183200;1.174690;1.174770;1.174680;1.174770;0
20260101 183300;1.174780;1.174800;1.174770;1.174800;0
20260101 183400;1.174840;1.174860;1.174830;1.174860;0
20260101 183500;1.174880;1.174930;1.174880;1.174930;0
20260101 183600;1.174930;1.174930;1.174890;1.174890;0
20260101 183700;1.174910;1.174920;1.174820;1.174820;0
20260101 183800;1.174810;1.174820;1.174810;1.174820;0
20260101 183900;1.174820;1.174860;1.174820;1.174840;0
20260101 184000;1.174830;1.174880;1.174830;1.174830;0
20260101 184100;1.174850;1.174860;1.174840;1.174840;0
20260101 184200;1.174840;1.174920;1.174840;1.174890;0
20260101 184300;1.174910;1.174930;1.174900;1.174930;0
20260101 184400;1.174930;1.174930;1.174920;1.174930;0
20260101 184500;1.174950;1.174990;1.174940;1.174940;0
20260101 184600;1.174950;1.174950;1.174850;1.174850;0
20260101 184700;1.174840;1.174890;1.174830;1.174840;0
20260101 184800;1.174850;1.174880;1.174850;1.174870;0
20260101 184900;1.174860;1.174860;1.174830;1.174850;0
20260101 185000;1.174840;1.174900;1.174840;1.174880;0
20260101 185100;1.174900;1.174900;1.174840;1.174880;0
20260101 185200;1.174920;1.174950;1.174920;1.174940;0
20260101 185300;1.174920;1.174920;1.174890;1.174900;0
20260101 185400;1.174920;1.174960;1.174910;1.174960;0
20260101 185500;1.174960;1.174960;1.174930;1.174930;0
20260101 185600;1.174940;1.174940;1.174940;1.174940;0
20260101 185700;1.174970;1.174970;1.174930;1.174970;0
20260101 185800;1.174970;1.174980;1.174960;1.174960;0
20260101 185900;1.174930;1.175070;1.174930;1.175060;0
20260101 190000;1.175090;1.175110;1.175050;1.175050;0
20260101 190100;1.175050;1.175100;1.175050;1.175050;0
20260101 190200;1.175070;1.175070;1.174990;1.175060;0
20260101 190300;1.175060;1.175080;1.175060;1.175080;0
20260101 190400;1.175070;1.175070;1.175040;1.175050;0
20260101 190500;1.175050;1.175050;1.175000;1.175000;0
20260101 190600;1.174980;1.175040;1.174980;1.175040;0
20260101 190700;1.175010;1.175070;1.175010;1.175050;0
20260101 190800;1.175040;1.175150;1.174990;1.175150;0
20260101 190900;1.175160;1.175290;1.175160;1.175270;0
20260101 191000;1.175280;1.175320;1.175270;1.175320;0
20260101 191100;1.175320;1.175320;1.175260;1.175300;0
20260101 191200;1.175310;1.175310;1.175230;1.175260;0
20260101 191300;1.175250;1.175320;1.175230;1.175290;0
20260101 191400;1.175280;1.175290;1.175260;1.175270;0
20260101 191500;1.175250;1.175250;1.175220;1.175220;0
20260101 191600;1.175200;1.175230;1.175200;1.175210;0
20260101 191700;1.175200;1.175220;1.175150;1.175180;0
20260101 191800;1.175190;1.175200;1.175190;1.175200;0
20260101 191900;1.175190;1.175230;1.175190;1.175220;0
20260101 192000;1.175230;1.175230;1.175140;1.175140;0
20260101 192100;1.175140;1.175200;1.175140;1.175190;0
20260101 192200;1.175170;1.175170;1.175120;1.175120;0
20260101 192300;1.175140;1.175210;1.175140;1.175180;0
20260101 192400;1.175170;1.175190;1.175130;1.175190;0
20260101 192500;1.175160;1.175180;1.175140;1.175160;0
20260101 192600;1.175150;1.175150;1.175150;1.175150;0
20260101 192700;1.175150;1.175150;1.175150;1.175150;0
20260101 192800;1.175160;1.175160;1.175130;1.175130;0
20260101 192900;1.175130;1.175170;1.175130;1.175160;0
20260101 193000;1.175190;1.175250;1.175170;1.175230;0
20260101 193100;1.175250;1.175260;1.175230;1.175260;0
20260101 193200;1.175280;1.175280;1.175180;1.175180;0
20260101 193300;1.175190;1.175190;1.175160;1.175170;0
20260101 193400;1.175190;1.175200;1.175160;1.175160;0
20260101 193500;1.175170;1.175230;1.175170;1.175220;0
20260101 193600;1.175230;1.175280;1.175180;1.175180;0
20260101 193700;1.175180;1.175190;1.175120;1.175180;0
20260101 193800;1.175220;1.175260;1.175170;1.175190;0
20260101 193900;1.175180;1.175180;1.175120;1.175160;0
20260101 194000;1.175170;1.175180;1.175170;1.175180;0
20260101 194100;1.175170;1.175220;1.175170;1.175220;0
20260101 194200;1.175210;1.175230;1.175100;1.175130;0
20260101 194300;1.175160;1.175180;1.175120;1.175180;0
20260101 194400;1.175200;1.175220;1.175200;1.175210;0
20260101 194500;1.175220;1.175300;1.175190;1.175300;0
20260101 194600;1.175290;1.175340;1.175270;1.175330;0
20260101 194700;1.175330;1.175370;1.175310;1.175340;0
20260101 194800;1.175340;1.175360;1.175320;1.175320;0
20260101 194900;1.175320;1.175330;1.175270;1.175330;0
20260101 195000;1.175340;1.175400;1.175340;1.175390;0
20260101 195100;1.175400;1.175450;1.175390;1.175450;0
20260101 195200;1.175450;1.175490;1.175430;1.175470;0
20260101 195300;1.175480;1.175500;1.175460;1.175490;0
20260101 195400;1.175470;1.175490;1.175440;1.175470;0
20260101 195500;1.175450;1.175500;1.175450;1.175480;0
20260101 195600;1.175530;1.175580;1.175530;1.175570;0
20260101 195700;1.175580;1.175620;1.175560;1.175620;0
20260101 195800;1.175610;1.175630;1.175610;1.175620;0
20260101 195900;1.175610;1.175620;1.175600;1.175600;0
20260101 200000;1.175620;1.175760;1.175610;1.175730;0
20260101 200100;1.175720;1.175810;1.175660;1.175780;0
20260101 200200;1.175780;1.175870;1.175780;1.175860;0
20260101 200300;1.175850;1.175890;1.175720;1.175820;0
20260101 200400;1.175810;1.175880;1.175780;1.175850;0
20260101 200500;1.175850;1.176040;1.175850;1.176010;0
20260101 200600;1.176030;1.176040;1.175890;1.175930;0
20260101 200700;1.175920;1.176030;1.175850;1.175900;0
20260101 200800;1.175900;1.175910;1.175750;1.175760;0
20260101 200900;1.175750;1.175880;1.175750;1.175820;0
20260101 201000;1.175800;1.175820;1.175760;1.175760;0
20260101 201100;1.175760;1.175790;1.175750;1.175780;0
20260101 201200;1.175810;1.175820;1.175720;1.175720;0
20260101 201300;1.175730;1.175780;1.175720;1.175780;0
20260101 201400;1.175770;1.175770;1.175630;1.175680;0
20260101 201500;1.175700;1.175720;1.175650;1.175710;0
20260101 201600;1.175720;1.175820;1.175670;1.175820;0
20260101 201700;1.175830;1.175860;1.175760;1.175760;0
20260101 201800;1.175770;1.175830;1.175770;1.175820;0
20260101 201900;1.175830;1.175860;1.175810;1.175830;0
20260101 202000;1.175830;1.175830;1.175790;1.175810;0
20260101 202100;1.175800;1.175900;1.175800;1.175820;0
20260101 202200;1.175840;1.175880;1.175810;1.175830;0
20260101 202300;1.175830;1.175910;1.175820;1.175870;0
20260101 202400;1.175880;1.175920;1.175870;1.175870;0
20260101 202500;1.175860;1.175910;1.175850;1.175850;0
20260101 202600;1.175850;1.175850;1.175810;1.175810;0
20260101 202700;1.175860;1.175910;1.175850;1.175910;0
20260101 202800;1.175880;1.175920;1.175870;1.175920;0
20260101 202900;1.175910;1.176020;1.175910;1.176010;0
20260101 203000;1.176010;1.176160;1.176010;1.176110;0
20260101 203100;1.176130;1.176130;1.176060;1.176070;0
20260101 203200;1.176030;1.176040;1.175990;1.176030;0
20260101 203300;1.176010;1.176010;1.175900;1.175900;0
20260101 203400;1.175890;1.175890;1.175830;1.175840;0
20260101 203500;1.175870;1.175920;1.175850;1.175890;0
20260101 203600;1.175880;1.175900;1.175850;1.175900;0
20260101 203700;1.175910;1.175930;1.175820;1.175860;0
20260101 203800;1.175860;1.175890;1.175860;1.175890;0
20260101 203900;1.175910;1.175910;1.175820;1.175850;0
20260101 204000;1.175860;1.175890;1.175860;1.175890;0
20260101 204100;1.175890;1.175910;1.175850;1.175900;0
20260101 204200;1.175930;1.175960;1.175930;1.175960;0
20260101 204300;1.175970;1.175970;1.175950;1.175950;0
20260101 204400;1.176020;1.176030;1.175950;1.176010;0
20260101 204500;1.176020;1.176020;1.175930;1.175930;0
20260101 204600;1.175930;1.175970;1.175930;1.175950;0
20260101 204700;1.175960;1.175970;1.175960;1.175970;0
20260101 204800;1.175980;1.176080;1.175950;1.176060;0
20260101 204900;1.176080;1.176180;1.176080;1.176160;0
